example_id,split,conversation_id,customer_message,prior_context,primary_intent,required_action,risk_flags,acceptable_response_actions,forbidden_claims,label_rationale,annotation_confidence
spotify_166657,representative_test,thread_166656,@115888 hey good morning any chance that we here in nz will be getting this  feature soon on Spotify.  As sad i can’t watch it here in nz 👼 and would so love to.  @9588 https://t.co/f4VGcsBmTi,,library_content,AUTO_HANDLE,none,"Inform the customer about feature availability and regional rollouts, or direct them to Spotify's official blog and announcements for regional updates.",Do not promise a specific release date for the requested feature in New Zealand unless officially announced.,"The customer is asking about the availability of a specific feature/content in New Zealand, which falls under content and feature availability.",high
spotify_2917806,representative_test,thread_2917805,@115888 fix your app cunts,,playback_technical,ESCALATE,insufficient_context,Politely ask the user to provide more details about the app issue they are experiencing while maintaining a professional tone despite the profanity.,Do not promise an immediate fix without knowing the issue; do not use inappropriate language.,"The customer is complaining that the app is broken ('fix your app') but provides no technical details or context. Due to the aggressive tone and lack of context, it should be escalated.",high
spotify_1698032,representative_test,thread_1698031,@SpotifyCares any plans to allow podcasts to be added to playlists? Needed for my mighty!,,library_content,AUTO_HANDLE,none,"Clarify current product limitations regarding mixing podcasts and music in standard user playlists, or provide current workaround information if applicable.",Do not promise an upcoming release date for mixing podcasts in playlists if not officially announced.,"The customer is asking about playlist functionality specifically regarding podcasts, which falls under library_content and product feature usage.",high
spotify_2972073,representative_test,thread_2972072,"@SpotifyCares I’m trying to connect my student premium account to my Hulu, and I keep getting this same error message. Super frustrating since Hulu access is one of the big reasons I subscribed. Help?? https://t.co/mUb1xjXpaf",,billing_subscription,ESCALATE,account_specific_action,"Acknowledge the Hulu student bundle issue, verify account eligibility, and guide the user through re-linking Hulu or escalate if the partner integration is failing.",Do not claim that Hulu is permanently unavailable for student accounts or promise an instant manual credit without verification.,"The user is having trouble linking their Spotify Student Premium account with Hulu, which falls under subscription benefits and requires account-specific troubleshooting.",high
spotify_2344406,representative_test,thread_2344405,@SpotifyCares Hi -- I DM'd the information you requested.,"CUSTOMER: @SpotifyCares Is there any way to force switch my account from premium to free? I'm trying to sign up for the NY Times/Spotify offer. I already cancelled my premium, but there's a few days left from my last billing cycle, so I can't sign up for the NY Times offer.
BRAND: @677981 Hi John, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt",billing_subscription,ESCALATE,account_specific_action,"Check DM for account details, review billing status to see if premium can be expired immediately to allow promotional signup.",none_specific,"The customer is following up via DM regarding their subscription status and billing cycle modification, which requires agent account intervention.",high
spotify_2913956,representative_test,thread_2913955,I JUST WANT CHRISTMAS MUSIC BUT @115888 WONT LET ME,,playback_technical,AUTO_HANDLE,insufficient_context,Ask for clarification on the device or error message and provide general troubleshooting steps for playback issues.,Claim that a specific error code like 115888 is officially recognized without checking internal knowledge bases.,"The user is experiencing a playback block when trying to listen to specific content, categorized under playback technical with insufficient context about the error code.",medium
spotify_155383,representative_test,thread_155382,"In @144408 , if the about:config flag ""media.autoplay.enabled"" is set to false
then the @115888 webplayer will NEVER work
This flag is important to stop nasty web sites that bombard users with videos or ad-videos the user has no control over
Please fix, I refuse to disable flag",,playback_technical,AUTO_HANDLE,none,Acknowledge the browser configuration issue regarding autoplay settings and provide troubleshooting steps or explanation of browser requirements for the web player.,Do not claim that Spotify will change browser compatibility policies or force the user's browser flags to change.,The customer is reporting a playback issue on the web player related to a specific browser configuration flag. This is a technical playback issue that can be auto-handled with standard troubleshooting.,high
spotify_2942705,representative_test,thread_2942704,spotify needs an option to block certain artists so you never have to hear them on random playlists @115888,,product_how_to,AUTO_HANDLE,none,Explain how to use the 'don't play this artist' feature or acknowledge the feature request if it is not currently supported natively across all playlists.,none_specific,"The user is asking for a feature (ability to block certain artists from random playlists), which falls under product how-to and feature usage.",high
spotify_124128,representative_test,thread_124127,@SpotifyCares Not even account related to begin with. I'm offended you'd play an ad that is not in my native language.,"CUSTOMER: @115888 Why the hell did I just get a Spanish @115714 ad? Americano. No habla Español.
BRAND: @143763 Hey Jaden! Don't worry, we'll get to the bottom of this. Could you send us a DM with your account's email address? We'll take a look backstage /DR https://t.co/ldFdZRiNAt
CUSTOMER: @SpotifyCares __email__
BRAND: @143763 Thanks for that. Could you please delete your last tweet since it contains your email address? Just respond in a DM and we'll carry on there. We'll be keeping an eye out for your reply /DR
CUSTOMER: @SpotifyCares Who said it was actually mine though?
BRAND: @143763 Sorry for the confusion, but it would be best to delete it as it contains private info. We'd appreciate if you can DM us your account's email address instead using the link below /JP https://t.co/ldFdZRiNAt
CUSTOMER: @SpotifyCares Given the fact the email associated with my account was already out to the public on a popular website before this conversation began, I'd say it doesn't matter. Also, what does it matter that I DM it now? You've already got the email.
BRAND: @143763 Sorry to hear that. We see where you're coming from, but we'd still suggest deleting that tweet for security. Also, we can't discuss anything that might be account-related on a public thread. Would you mind sending it through DM? /RH https://t.co/ldFdZRiNAt",playback_technical,AUTO_HANDLE,none,Acknowledge the user's feedback regarding ad targeting/language and explain how ads are served or how to provide ad feedback.,none_specific,"The user is complaining about the language of an ad they received, which relates to playback content/advertising delivery rather than an account access or billing issue.",high
spotify_622831,representative_test,thread_622830,"@SpotifyCares 

I'm having trouble purchasing premium after receiving an offer for 3 mos/9.99. I would appreciate an email to reach out too. Thanks",,billing_subscription,ESCALATE,account_specific_action;financial_dispute,"Collect account details securely, review promotion eligibility, and assist with checkout failure.",Guaranteeing the promotion can be retroactively applied without system verification.,"The user is experiencing issues purchasing a subscription offer and is requesting direct email support, which involves financial transactions and account-specific troubleshooting.",high
spotify_2891271,representative_test,thread_2891270,@115888 Any news about spotify being released in Romania ? I heard shoulb be released this month .. thanks,,library_content,AUTO_HANDLE,none,Provide general information regarding Spotify's availability or point to the official newsroom and social channels for rollout updates.,Do not promise a specific release date for Romania unless officially announced.,"The user is asking about content availability and market launch in a specific country, which falls under library_content/regional availability and can be auto-handled with standard informational guidance.",high
spotify_521815,representative_test,thread_521814,@117153 im serious problems because nothing about my premium acount. Help me  __email__,,account_access,ESCALATE,account_specific_action;insufficient_context,"Acknowledge the premium account issue, request account verification details securely, and transfer the customer to an agent who can inspect their subscription status.",Do not claim the account is fixed without checking system status; do not promise an instant automatic fix.,"The customer is reporting serious problems with their premium account and asking for help, but provided insufficient context about the exact nature of the issue. This involves account-specific data and requires escalation.",high
spotify_528373,representative_test,thread_528372,"@SpotifyCares I saw the new update and I saw the new interface (1st) and I checked my Spotify because I wanted it. But when I checked, it was still normal (2nd) Please help. I have iOS and I have Spotify premium if you need to know that. Thanks. https://t.co/jvgaFImN3X",,product_how_to,AUTO_HANDLE,none,Explain that new features and UI updates are rolled out gradually to users and may not be immediately available on all devices.,Claim that the update is instantly available to everyone or promise a specific rollout date.,"The user is asking how to get the new user interface update they saw, which falls under product feature-use questions.",high
spotify_86421,representative_test,thread_86420,@115888 WHY ISN'T SPOTIFY AVAILABLE IN VIETNAM????? PLEASE WE NEED IT 😠😠,,library_content,AUTO_HANDLE,none,Inform the user about availability regions or direct them to check the official Spotify availability list.,Do not promise an exact launch date for Vietnam if not officially announced.,"The user is asking about content/service availability in a specific country, which falls under library_content/regional availability and can be auto-handled.",high
spotify_1778471,representative_test,thread_1778470,@SpotifyCares if Spotify is 9.99 a month why is there payments of almost 11 dollars being taken out monthly..,,billing_subscription,ESCALATE,financial_dispute;account_specific_action,"Verify billing records, explain tax or regional pricing additions, and address the unexpected charge discrepancy.",Claiming that Spotify never charges more than the base subscription fee without considering local taxes or third-party billing fees.,"The customer is questioning an unexpected higher monthly charge than the advertised base price, which constitutes a financial dispute requiring account-specific billing investigation.",high
spotify_106341,representative_test,thread_106340,@115888 I've been charged £9.99 for 3 months even though your ad said £0.99 for 3 months https://t.co/KSrO6S7gOP,,billing_subscription,ESCALATE,financial_dispute;account_specific_action,"Verify the customer's billing history, check the promotional terms applied to their account, and process any appropriate refund or adjustment.",Do not claim that the promotion never existed or dismiss the billing discrepancy without checking account details.,"The customer is reporting an incorrect charge regarding a promotional offer, which constitutes a financial dispute and requires account-specific investigation.",high
spotify_153749,representative_test,thread_153747,"@115888 I'm making a playlist about alcohol and I want to sort them by fermented and distilled beverages, increasing in grades. Woe is me. Please hear my plea, lol.","CUSTOMER: Hey @115888, when will we be able to change the song's order in our playlists? It's a basic necessity :'(",library_content,AUTO_HANDLE,none,Explain how to reorder tracks within a playlist on Spotify or clarify current feature limitations regarding sorting if applicable.,Do not promise an exact release date for new sorting features if none has been officially announced.,"The customer is asking about organizing and sorting tracks within a playlist, which falls under library content features.",high
spotify_2912512,representative_test,thread_2912511,"@SpotifyCares I’m having problems with trying to search for songs and load up simple things, do you know anything about this?",,playback_technical,AUTO_HANDLE,none,"Provide standard troubleshooting steps for app performance and search loading issues, such as checking internet connection, restarting the app, and clearing the cache.","Do not claim that the server is definitely down without verifying internal status, and do not promise an immediate fix.","The user is reporting technical difficulties related to searching for songs and app loading performance, which falls under playback_technical and can be auto-handled with standard troubleshooting.",high
spotify_104145,representative_test,thread_104144,@115888 and @SpotifyCares are life istg😍😍😭,,other_unclear,AUTO_HANDLE,none,Acknowledge the positive feedback warmly without requiring any further action.,none_specific,The customer is simply expressing appreciation/praise for Spotify and another user on social media with no support request or actionable issue.,high
spotify_782510,representative_test,thread_782509,@SpotifyCares Did the last PC update change something with the audio? I hear some instruments through just 1 ear and that has never happened before the update.,,playback_technical,AUTO_HANDLE,none,"Provide troubleshooting steps for desktop audio settings, check mono audio toggle, and verify hardware/driver connections.",Do not confirm that the update intentionally altered channel balancing unless documented.,"The user is reporting a technical audio routing issue on the desktop app following an update, which falls under playback_technical and can be auto-handled.",high
spotify_620329,representative_test,thread_620328,"@SpotifyCares I just wanna ask, can i purchase monthly premium by credits on cellular network? My cell network is XL Axiata.","CUSTOMER: @118266 admin, apakah bisa bayar langganan spotify pakai pulsa operator XL?
BRAND: @267235 Hi Safira! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /QI",billing_subscription,AUTO_HANDLE,none,Confirm if carrier billing is supported for XL Axiata in Indonesia and provide brief instructions on how to select carrier billing during checkout.,Do not guarantee carrier billing availability if unsupported in the user's specific region or plan type.,The customer is asking about payment methods (billing/subscription) specifically using cellular network credits for their subscription.,high
spotify_133935,representative_test,thread_133934,@115888 @SpotifyCares loving the Time Capsule playlist! Thanks! Assuming it’s a new feature #80sbaby,,library_content,AUTO_HANDLE,none,Acknowledge the positive feedback about the Time Capsule playlist and briefly explain how the feature works or when it was introduced.,none_specific,"The customer is expressing appreciation for a specific playlist feature (Time Capsule), which falls under library_content and can be auto-handled.",high
spotify_2864069,representative_test,thread_2864068,"@SpotifyCares https://t.co/Wi8EW2faWE
The song is called ""Bit Part"" by The Lemonheads, not ""Big Part"". 
Also, Spotify's shuffle function is the worst.",,library_content,AUTO_HANDLE,multi_issue,"Acknowledge the metadata error regarding the song title and forward the feedback to the content team, while also providing basic troubleshooting tips for the shuffle feature.",Do not promise an immediate fix for the metadata or shuffle algorithm.,"The user is reporting a metadata error for a track and complaining about the shuffle feature, spanning both content library and playback functionality, making it a multi_issue auto-handle request.",high
spotify_563492,representative_test,thread_563491,@115888 Can you like put all of twenty one pilots music on your music streaming shit please,"CUSTOMER: #FeministFriday is here.
This week, we're featuring the work of female producers. 🎧
https://t.co/2wnELpt8BT https://t.co/oQBsygADqq",library_content,AUTO_HANDLE,none,Confirm that twenty one pilots' full catalog is already available on Spotify and guide the user on how to find their artist page.,none_specific,"The customer is asking about the availability of a specific artist's music catalog on the platform, which falls under library_content.",high
spotify_2969653,representative_test,thread_2969651,"@SpotifyCares Woah, something weird is happening with my account. My username is showing up as random letters and numbers instead of what I set it as. What's up with that?",,account_access,ESCALATE,possible_account_compromise;account_specific_action,"Verify account ownership, check for unauthorized changes or unlinking of social accounts, and guide the user on securing their account.",Do not claim that usernames change randomly on their own without external cause.,"A username changing to random letters and numbers is a classic indicator of possible account compromise, requiring secure account review and escalation.",high
spotify_645117,representative_test,thread_645116,"@115888 Hey can you get David Cassidy's eponymous 1990 album on Spotify? It's the only one that isn't there, I think.",,library_content,AUTO_HANDLE,none,"Check content availability for the specified album, explain licensing limitations if applicable, or guide the user on how to request missing content.",Do not promise that the missing album will be added by a specific date.,"The customer is asking about the availability of a specific music album on the platform, which falls squarely under library_content and can be handled automatically.",high
spotify_561003,representative_test,thread_561001,"@115888 hey, you have East 17 album “Up All Night” all messed up - songs names are incorrect. Fix it.",,library_content,AUTO_HANDLE,none,"Verify the tracklisting error reported for the specified album, thank the user for the feedback, and forward the correction to the content catalog team.",none_specific,"The user is reporting incorrect song names (metadata/content issue) on a specific album, which falls under library_content and can be auto-handled via standard content reporting feedback paths.",high
spotify_2912505,representative_test,thread_2912504,"So I'm  not the only one #SpotifyDown

FIX IT @SpotifyCares @115888",,playback_technical,ESCALATE,requires_live_information,"Acknowledge the potential outage or service disruption, check current system status, and provide updates on service recovery.","Claim that there is definitely no outage without verifying, or promise an exact fix time if unknown.","The customer is reporting a widespread service outage using the hashtag SpotifyDown, which indicates a technical playback issue affecting multiple users and requires live system status information.",high
spotify_529242,representative_test,thread_529241,@SpotifyCares can u add Terrors realm by @23567 pls,,library_content,AUTO_HANDLE,none,Explain how music is added to Spotify via distributors or check if the track is currently unavailable in their region.,Do not promise a direct manual upload of the requested track by support.,"The user is requesting a specific song/content to be added to Spotify, which falls under library_content and can be auto-handled with standard information about content availability.",high
spotify_513060,representative_test,thread_513058,"@115888 you offered me a prepay $99 for a year of premium promo, but when I visit the link there is no where to pay... help? :)",,billing_subscription,ESCALATE,account_specific_action;financial_dispute,"Verify promotional offer details, check account subscription status, and provide direct assistance for the $99 annual prepayment link.",Do not promise an unauthorized discount or claim the promotion is valid indefinitely without verification.,"The customer is asking for assistance with a specific billing promotion ($99 annual premium) and experiencing a payment routing issue, which requires account-specific investigation and financial assistance.",high
spotify_2937779,representative_test,thread_2937778,"@117153 Trying to login with facebook account however I deleted it a while ago, and forgotten password how do I log to my account.",,account_access,ESCALATE,account_specific_action; possible_account_compromise,"Verify account ownership securely, provide instructions for unlinking the deleted Facebook account and setting up direct login credentials.",none_specific,"The user cannot log in because their Facebook account was deleted and they forgot their credentials, requiring account access recovery and secure intervention.",high
spotify_647116,representative_test,thread_647115,"@SpotifyCares keep getting the message “Spotify has paused cos your account is being used elsewhere” I’ve logged out of all my accounts but it’s still happening. Whoever is using my account is listening to Xmas music in November, unforgivable! https://t.co/K8kkzHkhLD",,account_access,ESCALATE,possible_account_compromise;account_specific_action,"Advise the user to reset their password and sign out everywhere, and escalate to security support if unauthorized access persists.",Claiming that the issue is resolved without verifying account security status.,"The user is reporting that their account is being used elsewhere despite logging out, which indicates a potential account compromise.",high
spotify_478964,representative_test,thread_478963,#repuatation is now on spotify 👏👏👏,,library_content,AUTO_HANDLE,none,Acknowledge the customer's excitement about the newly available content or confirm availability if needed.,none_specific,"The customer is expressing excitement about specific content (#reputation album) being available on Spotify, which falls under library_content and can be auto-handled.",high
spotify_2937771,representative_test,thread_2937770,@115888 i cant download any music 😭,,playback_technical,AUTO_HANDLE,account_specific_action,"Provide troubleshooting steps for offline downloads such as checking storage space, reinstalling the app, or verifying the premium subscription status.",Do not promise that the download issue is permanently fixed without knowing the device type.,"The customer is reporting an inability to download music, which is a technical playback/download issue that can be auto-handled with standard troubleshooting steps.",high
spotify_2965842,representative_test,thread_2965837,@SpotifyCares I also Uninstalled and reinstalled the app this morning which didn't help,"CUSTOMER: @115888 hello for the past week my spotify has been playing two or so songs then stopping until I reenter the app do you now how it might go about fixing this problem thank you
BRAND: @818243 Hi Raynee. Don't worry, we'll look into this. Can you tell us what device, operating system, and app version you're using? We'll see what we can suggest /JU
CUSTOMER: @SpotifyCares I use a Samsung note 5 and 8.4.29.289
BRAND: @818243 Thanks. Could you log out, restart the phone, then log back in before trying again? By the way, does this happen on other devices you log in to? /JU
CUSTOMER: @SpotifyCares I've never logged into any other device so I don't know
BRAND: @818243 Got it. Have you already tried the steps we suggested on our last reply? /JU
CUSTOMER: @SpotifyCares Yes I just did and now it won't play any music or connect to my WiFi",playback_technical,AUTO_HANDLE,none,"Acknowledge the uninstallation troubleshooting step, provide further troubleshooting for connectivity and playback issues on Samsung devices, such as checking background data usage or battery optimization settings.",none_specific,The customer is reporting that uninstalling and reinstalling the app did not fix their playback and connectivity issues. This is a continuation of a playback_technical troubleshooting flow.,high
spotify_2942729,representative_test,thread_2942728,"@SpotifyCares I've on a dutch add (on twitter) implying that I could receive spotify premium for € 0,99 for 3 months.. However this is only for starters.. is there a possibility for discount on loyal customers like me?",,billing_subscription,AUTO_HANDLE,none,"Explain that introductory offers are typically for new or returning users who haven't tried Premium recently, and direct the user to check their account page for any available personalized offers.",Do not promise a custom discount or state that loyal customers never get offers.,The customer is asking about subscription pricing and potential discounts for loyal users.,high
spotify_2920735,representative_test,thread_2920734,@115888 fix it.,,other_unclear,ESCALATE,insufficient_context,Ask the user to provide more details about the issue they are experiencing.,none_specific,"The message lacks any context or specifics about what needs to be fixed, making it unclear.",high
spotify_2896725,representative_test,thread_2896724,"@SpotifyCares One of my favorite songs on Spotify has been randomly marked unavailable... I live in the US so I don't see how there would be any problems with it.  Just wondering.  It's called Ride by Lowell, Icona Pop... thanks",,library_content,AUTO_HANDLE,none,"Explain that track availability can vary due to licensing agreements between Spotify and rights holders, and suggest checking back later.",Do not promise a specific date when the track will return.,"The user is asking about a specific track's unavailability, which falls under library_content. This is a general informational query about licensing and can be auto-handled.",high
spotify_2959344,representative_test,thread_2959343,Is anyone else’s @115888 being weird today?? It won’t load any of my songs???,,playback_technical,AUTO_HANDLE,none,"Troubleshoot playback issues, suggest clearing cache, checking internet connection, or restarting the app.",Do not claim that the servers are permanently down without live verification.,"The customer is complaining that their songs will not load, which is a playback and technical issue.",high
spotify_781166,representative_test,thread_781165,@SpotifyCares I've tried that list already.,"CUSTOMER: So @115888 keeps doing this thing where all my downloaded songs disappear and then when I go to listen to music offline I can't. Pretty awesome. @SpotifyCares any idea why? I've reinstalled, cleared out the offline devices list, redownloaded music numerous times.
BRAND: @306504 Hi Thom, we're sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this. Let us know if you have any questions /NY",playback_technical,AUTO_HANDLE,none,"Acknowledge that basic troubleshooting steps failed, and offer advanced troubleshooting for missing downloads such as checking SD card storage, online mode settings, or device storage limits.",Do not promise that reinstalling will permanently fix the issue or claim that downloaded music never expires.,"The customer is following up on a technical issue where downloaded songs disappear, which falls under playback_technical. Since standard self-help steps didn't work, an agent can auto-handle by providing further troubleshooting guidance.",high
spotify_448859,representative_test,thread_448858,@SpotifyCares why dont yall give this loyal spotify fan a free premium account? this broke and young student cant afford shit. kthx in advance!,"CUSTOMER: why the fuck are there so many ads on @115888? like as if listening to albums on shuffle isnt disturbing enough smh
BRAND: @221343 Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /MX",billing_subscription,AUTO_HANDLE,none,"Inform the customer about available student discounts or free tier features, and provide standard promotional link information.",Do not promise a completely free premium account outside of official eligible promotions or student discounts.,"The customer is asking for a free premium account due to being a student, which relates to subscription plans and pricing.",high
spotify_2972942,representative_test,thread_2972941,@SpotifyCares I can’t access my Spotify account and all my information is correct yet it still says it’s not and I’ve reset my Facebook password too.,,account_access,ESCALATE,account_specific_action;possible_account_compromise,"Verify account ownership securely, guide the user through credential recovery or troubleshooting third-party login issues via secure channels, and escalate if necessary.",Do not claim that the account has definitely been hacked without verification; do not ask for the user's password in plaintext.,"The customer is unable to log in despite correct credentials and resetting their Facebook password, indicating an account access and potential compromise issue requiring secure escalation.",high
spotify_653091,representative_test,thread_653090,"@117153 Why can't I join the a Premium-family-group when everything is in order? The form that I have to fill out just says ""3 - Ops, something went wrong. Try again"". And ive tried alot of times :/",,billing_subscription,ESCALATE,account_specific_action,"Acknowledge the family plan joining error, verify subscription status and invite link validity, and escalate to billing support if the error persists.",Do not claim that the error is entirely caused by user input without checking system logs.,The user is trying to join a Premium Family group and encountering a specific system error message preventing them from completing the action.,high
spotify_149343,representative_test,thread_149342,@SpotifyCares OMG YOU GUYS REPLIED WOW HAHAHAHHAHAHA i'll have to check ithe other offer again but i'm hoping for the latter 😉,"CUSTOMER: @115888 hey can u guys please make the 9PHP promo for every user ITS A HARD LIFE U KNOW
BRAND: @150028 Hey Nini! Right now, it's limited to new users who never had Premium before. Not to worry, we're taking on all feedback about this. In the meantime, you can check the current offer we have for you at https://t.co/Nvf3UAFInq. Hope this helps /JP",billing_subscription,AUTO_HANDLE,none,Acknowledge the customer's friendly message and reiterate willingness to help if they have questions about other available offers.,Do not promise that the specific promotional price will be extended to existing users.,The customer is reacting positively to a previous billing and promotion inquiry without raising any new issues or sensitive concerns.,high
spotify_2915235,stress_test,thread_2915234,.@115888 your web player SUCKS,,,,,,,,
spotify_89564,stress_test,thread_89563,@SpotifyCares Why have I been charged twice for my subscription this month?,,,,,,,,
spotify_2912476,stress_test,thread_2912475,"@SpotifyCares Great customer service!👍 if there’s any way you can let your product teams know the new play view, such as on Spotify’s ‘mint’ playlist, is awesome... please add the option for this across the app! 😉 https://t.co/IwnieK03Ve","CUSTOMER: @SpotifyCares Spotify down? 😫 on iphonex/iOS 11.1
BRAND: @806237 Hi Karl! Hey. We had a little hiccup earlier, but everything should be running as smooth as Smooth Jazz now 🙂 /LP
CUSTOMER: @SpotifyCares Sweet 🙌
BRAND: @806237 If there's anything else, just give us a shout. https://t.co/M9DGmitf5G 🎧 /LP",,,,,,,
spotify_661776,stress_test,thread_661774,"Decided to get promo, tried to pay three times but payment page keeps reloading and account not upgraded. Can you help @SpotifyCares",,,,,,,,
spotify_1666483,stress_test,thread_1666482,@SpotifyCares you charged me 9.99 for spotify when i am supposed to have the 4.99 student + hulu account wtf ? ? ?,,,,,,,,
spotify_1008396,stress_test,thread_1008395,@SpotifyCares hi i have a question:if my free premium trial ends on the 8th of december will it autmoically swtich back to free spotify and will i be charged?,,,,,,,,
spotify_2948916,stress_test,thread_2948915,#spotiamb is completely fucking up my Spotify and it is extremely irritating.  Hey @117168 can you patch this hack already? Come on.,,,,,,,,
spotify_86413,stress_test,thread_86412,"@SpotifyCares - Some lovely human hacked my account and changed my login credentials. Luckily this morning I had an antiquated circle called a cd, but I won’t last long without infinite variety. Help! 

#hacked #spotify #help",,,,,,,,
spotify_568918,stress_test,thread_568917,@115888 why don't you work properly?,,,,,,,,
spotify_2919413,stress_test,thread_2919412,y isn’t spotify working,,,,,,,,
spotify_578117,stress_test,thread_578116,"@SpotifyCares I have restarted my computer twice and it didn't help at all. I still got that message. Even, I shut down my computer until 3 hours and now still get that message too.

How it could happen?","CUSTOMER: Hi @SpotifyCares today i can't open Spotify on my computer (windows 8)

I get this message : ""Cannot find 'api-ms-win-core-processthreads-l1-1-12.dll'. Please re-install this application.""

I can't uninstall Spotify, it shows the same message. How to fix this? 

Thanks.
BRAND: @256083 Hey! Does restarting the device help at all? Let us know how it goes /RC",,,,,,,
spotify_689587,stress_test,thread_689586,"@117153 I updated my account to premium yesterday, the payment is on the credit card plus my account remains free what may have happened?",,,,,,,,
spotify_1843951,stress_test,thread_1843950,".@115888 don’t ever, EVER put an indie band’s cover of a hip hop song in my weekly playlist again. Savvy?",,,,,,,,
spotify_115235,stress_test,thread_115231,@SpotifyCares Android 7.1.1 Spotify 8.4.28.875,"CUSTOMER: @115888 will you optimise spotify for galaxy note 8?
And since I'm coming from iOS, can't you add gestures for ""queue"" and ""add to my songs,"" it's really useful
BRAND: @141622 Hey there! Thanks for the feedback. We'll make sure to pass your suggestion about the gestures on to the right folks. Are you having issues using Spotify on your Galaxy Note 8? /PC
CUSTOMER: @SpotifyCares It's just not optimised for the aspect ratio of the phone
BRAND: @141622 Hmm. Can you send us your Android and Spotify app versions? We'll see what we can suggest /PC",,,,,,,
spotify_500944,stress_test,thread_500942,@115888 bruuuhhhh you serious!!!??? Ffs 😭😭😭 https://t.co/GUZtvwMPcK,,,,,,,,
spotify_173626,stress_test,thread_173609,@SpotifyCares DMed you,"CUSTOMER: Hi @115888. I'm a student but I can't get the student discount offered as UNiDAYS don't cover my course. Got my NUS card to hand if you need proof
BRAND: @156647 Hey Will! Just to check, have you already tried signing up at https://t.co/pFeBZLq1cj? /LO
CUSTOMER: @SpotifyCares Well don't you think you should re-evaluate your advertising campaign to 'UNiDAYS members' rather than 'students'?
CUSTOMER: @SpotifyCares Stop with generic replies. exemplifies that you don't how to reply to my response...seriously
BRAND: @156647 The folks at UNiDAYS help us verify your student credentials. We always recommend users to contact them, since they can confirm the student status using the user's personal info or documents. You can rest assured that we're doing our best to get more universities available /LO
CUSTOMER: @SpotifyCares Doesnt matter, lost customer
BRAND: @156647 We understand your frustration. Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt",,,,,,,
spotify_86393,stress_test,thread_86392,"@SpotifyCares Hi, I registered for Spotify's student discount a couple of weeks ago and sent in my details. They were verified by SheerID on the 13th Nov, however at that moment I forgot to click the link in the email to finalize the process. Now it's not working, is it too late?",,,,,,,,
spotify_453472,stress_test,thread_453471,@SpotifyCares so my account is hacked into again. This is the 3rd time in the past 6 months and I've changed my password several times. Can you please help fix this. I don't want to keep paying for premium if someone else keeps hacking into my account,,,,,,,,
spotify_2876106,stress_test,thread_2876105,@115888 I don't have an account but am being charged monthly on credit card. I've cancelled the card twice now and my CC bank has been unable to stop the recurring payments. How do I stop these payments? I've never had a spotify account and you don't have a phone # to call,,,,,,,,
spotify_568938,stress_test,thread_568931,@SpotifyCares It did work thanks,"CUSTOMER: @115888 I can't load spotify on my computer, please help https://t.co/bufnfDhTRc
BRAND: @253488 Hi there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /AP
CUSTOMER: @SpotifyCares Latest version and PC, I went to older versions and they work fine
BRAND: @253488 Thanks for letting us know. Can you try reinstalling the app using the steps at this link: https://t.co/uaNsDPIwm2? This will ensure that Spotify is completely removed before reinstalling. Let us know how it goes /QI
CUSTOMER: @SpotifyCares Thanks
BRAND: @253488 Were you able to install the latest version using that guide? If not, let us know. We'll see what else we can suggest /QI",,,,,,,
spotify_602838,stress_test,thread_602837,Can you DM me @SpotifyCares,,,,,,,,
spotify_670538,stress_test,thread_670537,@148611 DM.,,,,,,,,
spotify_2857516,stress_test,thread_2857512,"@SpotifyCares Thanks a bunch! I figured out the connect part through your community, it's a great resource. Thanks again for being so caring! 😊","CUSTOMER: I love @115888, but the pause fade is the worst. It annoys me so much that I feel compelled to take my headphones off and then pause.
CUSTOMER: @115888 Another thing I'd like to disable is the mobile notification whenever I'm using the Mac app. I don't really see the motivation behind this design choice, it's so distracting.
BRAND: @794184 Hey Kalina, we hear you! If you're referring to Crossfade you can find info about turning it off here: https://t.co/XKbe1ih9JQ. We'd also recommend throwing your ideas in our community, which you can find here: https://t.co/CTt7Lqj1Dc. Let us know if you have any questions 🙂 /TB
CUSTOMER: @SpotifyCares It's not crossfade, I was referring to the slight fading when a track is paused. I saw a thread about the same thing on your community, but it didn't seem to generate enough interest. I'll try posting about it again. 🤔😊
BRAND: @794184 We understand. You could repost the idea at https://t.co/rtDvYZOF32, and get support from other users. On another note, the mobile notification that you're getting is due to Spotify Connect. Right now, it isn't possible to turn it off. More info here: https://t.co/64CIqASpvY /MU",,,,,,,
spotify_2916686,stress_test,thread_2916685,spotify is down im-,,,,,,,,
spotify_2946133,stress_test,thread_2946132,The bulk of our @113042 plays are remixes for other artists so we don't get monthly listener credit for that on @125633. So we look artificially low - more original music coming from us soon - but still we need credit for remixes #streaming #digitalmusic #musicdata,,,,,,,,
